string_field_0,string_field_1,string_field_2,string_field_3,string_field_4,string_field_5,string_field_6,string_field_7,string_field_8,string_field_9,string_field_10,string_field_11,string_field_12,string_field_13,string_field_14
KEY;AÑO;PERIODO;ZONA;REGION;COMUNA_INCOIN;DIRECCION;NUMERO;LONGITUD;LATITUD;TIPO DE PROPIEDAD;PROYECTO;DESARROLLADOR;VENDE;CONSTRUYE;NOMBRE TIPOLOGIA;TIPO DE COCINA;TIPO CATEGORIA;INICIO VENTAS;FECHA ENTREGA ESTIMADA;ESTADO OBRA;ESTADO PROYECTO;STOCK INICIAL;OFERTA DEL PERIODO;OFERTA DISPONIBLE;UNIDADES VENDIDAS;TIPOLOGIA;PLAZAS;PRECIO PROMEDIO;SUPERFICIE PROMEDIO;SUP TERRAZA PROMEDIO;SUPERFICIE TERRENO;UF/M² PROMEDIO;UNIDADES/MES (P);UNIDADES/MES (A);MESES PARA AGOTAR STOCK (A);PRECIO MINIMO UF;PRECIO MAXIMO UF;MESES EN VENTA;NRO. PISOS;CANT ESTACIONAMIENTOS;PRECIO ESTACIONAMIENTO;PRECIO BODEGA;PILOTO DISPONIBLE;SALA DE VENTAS EN EL PROYECTO;DESCUENTO PROMEDIO;TIPO DE SUBSIDIO,,,,,,,,,,,,,,
2P 2017 EDIFICIO ON-LOFT Y SUITES;2017;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;TERMINACIONES;EN VENTA;8;0;0;1;1D-1B;2;4.197,6;70,36;12,05;-;59,7;0,2;0,1;43;4830;5030;25,8;20;-;350;80;SI;SI;12%;SIN SUBSIDIO,,,,,
2P 2018 EDIFICIO ON-LOFT Y SUITES;2018;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;1;1D-1B;2;4.670,2;70,36;12,05;-;66,4;0,2;0,1;38;5007;5607;38,0;20;-;350;80;SI;SI;12%;SIN SUBSIDIO,,,,,
2P 2019 EDIFICIO ON-LOFT Y SUITES;2019;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;2;1D-1B;2;4.867,3;70,36;12,05;-;69,2;0,3;0,1;17;5007;5240;50,2;20;-;350;80;SI;SI;5%;SIN SUBSIDIO,,,,,
2P 2020 EDIFICIO ON-LOFT Y SUITES;2020;2P;CENTRO;V;VIÑA DEL MAR;REÑACA NORTE;55;-32,9476;-71,54645;DEPARTAMENTO;EDIFICIO ON-LOFT Y SUITES;ACONCAGUA;ACONCAGUA;NOVATEC;1D;AMERICANA;DUPLEX;01-10-2015;enero-2018;ENTREGADO;EN VENTA;8;0;0;0;1D-1B;2;5.001,9;70,36;12,05;-;71,1;0,0;0,1;9;5104;5104;62,4;20;-;350;80;SI;SI;5%;SIN SUBSIDIO,,,,,
1P 2015 EDIFICIO NODO;2015;1P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;junio-2017;OBRA GRUESA;EN VENTA;2;1;0;0;1D-1B;2;3.900,0;62,17;6;-;62,7;0,0;0,1;7;3900;3900;7,2;16;-;500;200;-;-;0%;SIN SUBSIDIO,,,,,,
1P 2016 EDIFICIO NODO;2016;1P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;junio-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.700,0;62,17;6;-;59,5;0,0;0,1;19;3900;3900;18,5;16;-;400;100;-;-;0%;SIN SUBSIDIO,,,,,,
1P 2017 EDIFICIO NODO;2017;1P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;6;-;-;0,0;0,1;0;0;0;31,0;16;-;350;80;SI;SI;4%;SIN SUBSIDIO,,,,,,,,
2P 2015 EDIFICIO NODO;2015;2P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;junio-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.685,5;62,17;6;-;59,3;0,0;0,1;10;3900;3900;10,2;16;-;400;100;-;-;6%;SIN SUBSIDIO,,,,,,
2P 2016 EDIFICIO NODO;2016;2P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.600,0;62,17;6;-;57,9;0,0;0,0;22;3600;3600;21,5;16;-;400;100;-;-;0%;SIN SUBSIDIO,,,,,,
2P 2017 EDIFICIO NODO;2017;2P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;6;-;-;0,0;0,1;0;0;0;34,0;16;-;350;80;SI;SI;4%;SIN SUBSIDIO,,,,,,,,
3P 2015 EDIFICIO NODO;2015;3P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;junio-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;4.250,0;62,17;6;-;68,4;0,0;0,1;13;4250;4250;13,3;16;-;400;100;-;-;0%;SIN SUBSIDIO,,,,,,
3P 2016 EDIFICIO NODO;2016;3P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;TERMINACIONES;EN VENTA;2;0;0;0;1D-1B;2;3.492,0;62,17;6;-;56,2;0,0;0,0;25;3600;3600;24,6;16;-;400;100;-;-;4%;SIN SUBSIDIO,,,,,,
3P 2017 EDIFICIO NODO;2017;3P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;ENTREGADO;EN VENTA;2;0;0;0;1D-1B;2;0,0;-;6;-;-;0,0;0,1;0;0;0;36,7;16;-;350;80;SI;SI;4%;SIN SUBSIDIO,,,,,,,,
4P 2015 EDIFICIO NODO;2015;4P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;junio-2017;OBRA GRUESA;EN VENTA;2;0;0;0;1D-1B;2;3.700,0;62,17;6;-;59,5;0,0;0,1;16;3900;3900;16,3;16;-;400;100;-;-;0%;SIN SUBSIDIO,,,,,,
4P 2016 EDIFICIO NODO;2016;4P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;TERMINACIONES;EN VENTA;2;0;0;1;1D-1B;2;3.492,0;62,17;6;-;56,2;0,3;0,1;0;3600;3600;27,9;16;-;400;100;-;-;4%;SIN SUBSIDIO,,,,,,
4P 2017 EDIFICIO NODO;2017;4P;CENTRO;RM;ÑUÑOA;IRARRAZAVAL;4971;-33,4547;-70,57770;DEPARTAMENTO;EDIFICIO NODO;EXXACON;EXXACON;ISA;-;AMERICANA;DUPLEX;28-08-2014;julio-2017;ENTREGADO;VENDIDO;2;0;0;0;1D-1B;2;0,0;-;6;-;-;0,0;0,1;0;0;0;39,9;16;-;0;0;SI;SI;0%;SIN SUBSIDIO,,,,,,,,
1P 2016 EDIFICIO MY PLACE;2016;1P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;CIERRE DE TERRENO;EN VENTA;4;0;0;1;1D-1B;2;3.129,3;62,43;18,895;-;50,1;0,4;0,6;2;3294;3294;5,1;16;-;370;100;-;-;5%;SIN SUBSIDIO,,,,,
1P 2017 EDIFICIO MY PLACE;2017;1P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;OBRA GRUESA;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,2;0;0;0;17,3;16;-;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
1P 2018 EDIFICIO MY PLACE;2018;1P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;TERMINACIONES;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,1;0;0;0;29,6;16;144;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
2P 2016 EDIFICIO MY PLACE;2016;2P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;INSTALACION DE FAENAS;EN VENTA;4;0;0;1;1D-1B;2;3.294,0;62,43;18,895;-;52,8;0,3;0,5;0;3294;3294;8,5;16;-;0;0;-;-;0%;SIN SUBSIDIO,,,,,
2P 2017 EDIFICIO MY PLACE;2017;2P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;OBRA GRUESA;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,2;0;0;0;20,7;16;-;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
2P 2018 EDIFICIO MY PLACE;2018;2P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;julio-2018;TERMINACIONES;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,1;0;0;0;32,7;16;144;400;80;NO;NO;0%;SIN SUBSIDIO,,,,,,,
3P 2016 EDIFICIO MY PLACE;2016;3P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;OBRA GRUESA;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,3;0;0;0;11,8;16;-;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
3P 2017 EDIFICIO MY PLACE;2017;3P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;TERMINACIONES;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,2;0;0;0;24,1;16;-;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
3P 2018 EDIFICIO MY PLACE;2018;3P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;julio-2018;ENTREGADO;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,1;0;0;0;35,7;16;144;400;80;NO;NO;0%;SIN SUBSIDIO,,,,,,,
4P 2015 EDIFICIO MY PLACE;2015;4P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;POR CONSTRUIR;NUEVO;4;4;0;2;1D-1B;2;3.181,6;62,43;18,895;-;51,0;0,7;0,7;3;3266;3294;2,7;16;-;370;100;-;-;3%;SIN SUBSIDIO,,,,,
4P 2016 EDIFICIO MY PLACE;2016;4P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;OBRA GRUESA;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,3;0;0;0;14,9;16;-;0;0;-;-;0%;SIN SUBSIDIO,,,,,,,
4P 2017 EDIFICIO MY PLACE;2017;4P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;junio-2018;TERMINACIONES;EN VENTA;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,2;0;0;0;26,5;16;-;0;0;NO;NO;0%;SIN SUBSIDIO,,,,,,,
4P 2018 EDIFICIO MY PLACE;2018;4P;CENTRO;RM;SANTIAGO;ARGOMEDO;327;-33,4498;-70,63586;DEPARTAMENTO;EDIFICIO MY PLACE;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;ECHEVERRIA IZQUIERDO;C2A-C2B;KITCHENETTE;DUPLEX;01-10-2015;julio-2018;ENTREGADO;VENDIDO;4;0;0;0;1D-1B;2;0,0;-;18,895;-;-;0,0;0,1;0;0;0;38,7;16;144;400;80;NO;NO;0%;SIN SUBSIDIO,,,,,,,
1P 2021 EDIFICIO MODO;2021;1P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;POR CONSTRUIR;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;11,6;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
1P 2022 EDIFICIO MODO;2022;1P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;junio-2023;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;23,7;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
1P 2023 EDIFICIO MODO;2023;1P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;35,7;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
1P 2024 EDIFICIO MODO;2024;1P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;48,1;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
1P 2025 EDIFICIO MODO;2025;1P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;6.621,2;37,47;4,74;-;176,7;0,0;0,0;-;6826;6826;60,2;8;-;450;103;NO;NO;3%;SIN SUBSIDIO,,,,,
2P 2020 EDIFICIO MODO;2020;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;POR CONSTRUIR;NUEVO;1;1;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;2,5;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
2P 2021 EDIFICIO MODO;2021;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;CIERRE DE TERRENO;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;14,6;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
2P 2022 EDIFICIO MODO;2022;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;junio-2023;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;26,6;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
2P 2023 EDIFICIO MODO;2023;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;38,8;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
2P 2024 EDIFICIO MODO;2024;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;4.549,3;37,47;4,74;-;121,4;0,0;0,0;-;4690;4690;51,0;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
2P 2025 EDIFICIO MODO;2025;2P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;ENTREGADO;EN VENTA;1;0;0;0;1D-1B;2;6.621,2;37,47;4,74;-;176,7;0,0;0,0;-;6826;6826;63,4;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
3P 2020 EDIFICIO MODO;2020;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;POR CONSTRUIR;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;5,6;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
3P 2021 EDIFICIO MODO;2021;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;INSTALACION DE FAENAS;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;17,7;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
3P 2022 EDIFICIO MODO;2022;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;29,7;8;-;450;103;NO;NO;3%;SIN SUBSIDIO,,,,,
3P 2023 EDIFICIO MODO;2023;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;41,8;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
3P 2024 EDIFICIO MODO;2024;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;4.588,1;37,47;4,74;-;122,4;0,0;0,0;-;4700;4760;54,2;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
3P 2025 EDIFICIO MODO;2025;3P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2025;TERMINACIONES;EN VENTA;1;0;1;0;1D-1B;2;6.484,7;37,47;4,74;-;173,1;0,0;0,0;-;6826;6826;66,7;8;-;450;120;NO;NO;8%;SIN SUBSIDIO,,,,,
4P 2020 EDIFICIO MODO;2020;4P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;POR CONSTRUIR;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;8,6;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
4P 2021 EDIFICIO MODO;2021;4P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2022;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.653,0;37,47;4,74;-;124,2;0,0;0,0;-;4653;4653;20,8;8;-;300;90;NO;NO;0%;SIN SUBSIDIO,,,,,
4P 2022 EDIFICIO MODO;2022;4P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;32,7;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
4P 2023 EDIFICIO MODO;2023;4P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;diciembre-2024;OBRA GRUESA;EN VENTA;1;0;0;0;1D-1B;2;4.513,4;37,47;4,74;-;120,5;0,0;0,0;-;4653;4653;45,0;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
4P 2024 EDIFICIO MODO;2024;4P;CENTRO;RM;LAS CONDES;LAS CONDES;6950;-33,4055;-70,55915;DEPARTAMENTO;EDIFICIO MODO;ARMAS;ARMAS;ARMAS;-;INTEGRADA;DUPLEX;01-04-2020;enero-2025;TERMINACIONES;EN VENTA;1;0;0;0;1D-1B;2;4.588,1;37,47;4,74;-;122,4;0,0;0,0;-;4700;4760;57,2;8;-;450;103;NO;SI;3%;SIN SUBSIDIO,,,,,
1P 2015 EDIFICIO MIRADOR VISTALEGRE;2015;1P;CENTRO;V;VALPARAISO;ESTANQUE;120;-33,0434;-71,63235;DEPARTAMENTO;EDIFICIO MIRADOR VISTALEGRE;VISTAALEGRE;VISTALEGRE;VICENTE SWINBURN;TIPO 4;AMERICANA;DUPLEX;28-02-2015;mayo-2016;OBRA GRUESA;NUEVO;1;1;0;0;1D-1B;2;3.490,0;61,35;0;-;56,9;0,0;0,0;-;3490;3490;6,1;6;25;350;50;-;-;0%;SIN SUBSIDIO,,,,,,
